ID,box,test_date,time_start,set_number,chamber,sex,population,site,host_plant,flew,died?,flight_type,flight_details,NOTES,filename,mass,short-wing?,eggs,time_end,latitude,longitutde
410,,11.01,4:10pm,66,A-4,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set066-11-01-19-A4.txt,0.103,,Y,,29.661821,-82.347211
313,,11.01,4:10pm,66,B-1,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,set066-11-01-19-B1.txt,0.079,,Y,,27.298660028,-81.36611608
342,,11.01,4:10pm,66,B-2,F,Lake Placid,Barber shop,K. elegans,N,,,,,set066-11-01-19-B2.txt,0.067,,,,27.298660028,-81.36611608
146,P,11.01,4:10pm,66,B-3,M,Lake Wales,Polk,K. elegans,N,,,,,set066-11-01-19-B3.txt,0.037,,,,27.903346,-81.589461
125,,11.04,9:05am,67,A-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; +90; stopped flying around 1 hour and 50 minutes,around 57 minutes the logger quit unexpectantly; decided to start an extra 30 minute trial even though had been flying for almost 90 minutes,set067-11-04-19-A1.txt,0.053,,,,25.491968,-80.48562
257,P,11.04,9:05am,67,A-2,M,North Key Largo,DD,C. corindum,Y,,CB,continuous; stopped around 55 min --> bursts,,set067-11-04-19-A2.txt,0.03,,,,25.28636983,-80.29077075
30,,11.04,9:05am,67,A-3,F,Plantation Key,Founder's #1,C. corindum,N,,,,,set067-11-04-19-A3.txt,0.075,,Y,,24.96448253,-80.56738908
109,,11.04,9:05am,67,A-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; +90; +120,,set067-11-04-19-A4.txt,0.082,,Y,,25.491968,-80.48562
390,P,11.04,9:05am,67,B-1,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set067-11-04-19-B1.txt,0.037,,,,28.812980,-81.877895
69,P,11.04,9:05am,67,B-2,F,North Key Largo,Dagny Trellis,C. corindum,N,,,,,set067-11-04-19-B2.txt,0.096,,Y,,25.1755048,-80.36782055
380,,11.04,9:05am,67,B-3,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous; +90,bug turned while flying so had to readjust ,set067-11-04-19-B3.txt,0.109,,Y,,28.812980,-81.877895
320,,11.04,9:05am,67,B-4,F,Lake Placid,Barber shop,K. elegans,N,,,,,set067-11-04-19-B4.txt,0.098,,Y,,27.298660028,-81.36611608
408,,11.04,11:10am,68,A-1,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set068-11-04-19-A1.txt,0.051,,,,29.661821,-82.347211
98,P,11.04,11:10am,68,A-2,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set068-11-04-19-A2.txt,0.085,,Y,,25.491968,-80.48562
343,,11.04,11:10am,68,A-3,M,Lake Placid,Barber shop,K. elegans,N,,,,,set068-11-04-19-A3.txt,0.032,,,,27.298660028,-81.36611608
116,,11.04,11:10am,68,A-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set068-11-04-19-A4.txt,0.038,,,,25.491968,-80.48562
235,,11.04,11:10am,68,B-1,F,North Key Largo,Carysfort Cr,C. corindum,Y,,B,bursts,,set068-11-04-19-B1.txt,0.114,,Y,,25.25647566,-80.31068981
101,,11.04,11:10am,68,B-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,BC,bursts to continuous; +90,,set068-11-04-19-B2.txt,0.041,,,,25.491968,-80.48562
315,,11.04,11:10am,68,B-3,F,Lake Placid,Barber shop,K. elegans,N,,,,,set068-11-04-19-B3.txt,0.088,,Y,,27.298660028,-81.36611608
111,,11.04,11:10am,68,B-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set068-11-04-19-B4.txt,0.04,,,,25.491968,-80.48562
149,,11.04,12:55pm,69,A-1,F,Lake Wales,Polk,K. elegans,N,,,,,set069-11-04-19-A1.txt,0.144,,Y,,27.903346,-81.589461
89,P,11.04,12:55pm,69,A-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,"continuous; stopped and restarted at 45 min, stopped and restarted 70 min",,set069-11-04-19-A2.txt,0.054,,,,25.491968,-80.48562
261,,11.04,12:55pm,69,A-3,M,North Key Largo,DD,C. corindum,Y,,C,"continuous; stopped and restarted at 60 min, again at 70 min",,set069-11-04-19-A3.txt,0.04,,,,25.28636983,-80.29077075
68,P,11.04,12:55pm,69,A-4,M,North Key Largo,Dagny Trellis,C. corindum,N,,,,,set069-11-04-19-A4.txt,0.085,,Y,,25.1755048,-80.36782055
204,,11.04,12:55pm,69,B-1,M,North Key Largo,Charlemagne,C. corindum,N,,,,,set069-11-04-19-B1.txt,0.04,,,,25.1948419,-80.34590136
249,,11.04,12:55pm,69,B-2,F,North Key Largo,DD -inter,C. corindum,N,,,,,set069-11-04-19-B2.txt,0.044,,Y,,25.252842,-80.311826
128,,11.04,12:55pm,69,B-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set069-11-04-19-B3.txt,0.043,,,,25.491968,-80.48562
328,,11.04,12:55pm,69,B-4,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; stoppe and started at 70 min --> bursts,,set069-11-04-19-B4.txt,0.072,,Y,,27.298660028,-81.36611608
319,,11.04,2:30pm,70,A-1,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous; +90,,set070-11-04-19-A1.txt,0.075,,Y,,27.298660028,-81.36611608
15,,11.04,2:30pm,70,A-2,M,Plantation Key,Founder's #1,C. corindum,N,,,,,set070-11-04-19-A2.txt,0.04,,,,24.96448253,-80.56738908
99,P,11.04,2:30pm,70,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; +90,,set070-11-04-19-A3.txt,0.046,,,,25.491968,-80.48562
283,,11.04,2:30pm,70,A-4,F,North Key Largo,DD,C. corindum,N,,,,,set070-11-04-19-A4.txt,0.069,,,,25.28636983,-80.29077075
124,,11.04,2:30pm,70,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set070-11-04-19-B1.txt,0.051,,,,25.491968,-80.48562
278,,11.04,2:30pm,70,B-2,M,North Key Largo,DD,C. corindum,N,,,,,set070-11-04-19-B2.txt,0.034,,,,25.28636983,-80.29077075
34,,11.04,2:30pm,70,B-3,F,Plantation Key,Founder's #1,C. corindum,N,,,,,set070-11-04-19-B3.txt,0.113,,Y,,24.96448253,-80.56738908
354,,11.04,2:30pm,70,B-4,F,Lake Placid,Barber shop,K. elegans,N,,,,,set070-11-04-19-B4.txt,0.063,,Y,,27.298660028,-81.36611608
353,,11.04,,71,A-1,M,Lake Placid,Barber shop,K. elegans,N,,,,,set071-11-04-19-A1.txt,0.031,,,,27.298660028,-81.36611608
259,,11.04,,71,A-2,M,North Key Largo,DD,C. corindum,Y,,B,bursts,,set071-11-04-19-A2.txt,0.037,,,,25.28636983,-80.29077075
91,P,11.04,,71,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous; +90,,set071-11-04-19-A3.txt,0.047,,,,25.491968,-80.48562
155,,11.04,,71,A-4,M,Lake Wales,Polk,K. elegans,N,,,,,set071-11-04-19-A4.txt,0.063,,,,27.903346,-81.589461
413,,11.04,,71,B-1,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,no recording,NA,,,Y,,29.661821,-82.347211
84,,11.05,9:17:am,72,A-1,M,North Key Largo,Dagny 1/2 Loop,C. corindum,Y,,B,bursts,,set072-11-05-19-A1_84.txt,0.045,,,,25.173694,-80.371532
136,,11.05,9:57am,72,A-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set072-11-05-19-A1_136.txt,0.042,,,,25.491968,-80.48562
404,P,11.05,10:36am,72,A-1,F,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,C,continuous,,set072-11-05-19-A1_404.txt,0.066,,Y,,29.661821,-82.347211
302,,11.05,9:19am,72,A-2,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,*noticed eggs on 11.06 not 11.05,set072-11-05-19-A2_302.txt,0.088,,Y,1:15pm,27.298660028,-81.36611608
311,,11.05,1:49pm,72,A-2,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set072-11-05-19-A2_311.txt,0.044,,,,27.298660028,-81.36611608
328,,11.05,1:16pm,72,A-2,F,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set072-11-05-19-A2_328.txt,0.068,,Y,,27.298660028,-81.36611608
96,,11.05,9:21am,72,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set072-11-05-19-A3_96.txt,0.046,,,,25.491968,-80.48562
152,,11.05,9:58am,72,A-3,M,Lake Wales,Polk,K. elegans,Y,,B,bursts,,set072-11-05-19-A3_152.txt,0.046,,,,27.903346,-81.589461
197,,11.05,10:38am,72,A-3,M,North Key Largo,Charlemagne,C. corindum,Y,,B,bursts,,set072-11-05-19-A3_197.txt,0.037,,,,25.1948419,-80.34590136
295,,11.05,11:17am,72,A-3,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,set072-11-05-19-A3_295.txt,0.042,,,3:24pm,27.298660028,-81.36611608
67,P,11.05,9:22am,72,A-4,M,North Key Largo,Dagny Trellis,C. corindum,Y,,B,bursts,grabbed onto the sensor in the beginning 10 minutes,set072-11-05-19-A4_67.txt,0.036,,,,25.1755048,-80.36782055
132,,11.05,10:39am,72,A-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set072-11-05-19-A4_132.txt,0.054,,,,25.491968,-80.48562
288,P,11.05,10:00am,72,A-4,M,North Key Largo,DD,C. corindum,Y,,B,bursts,,set072-11-05-19-A4_288.txt,0.044,,,,25.28636983,-80.29077075
339,,11.05,9:23am,72,B-1,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,set072-11-05-19-B1_339.txt,0.05,,,10:30am,27.298660028,-81.36611608
123,,11.05,10:01am,72,B-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set072-11-05-19-B2_123.txt,0.05,,,,25.491968,-80.48562
312,,11.05,9:24am,72,B-2,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set072-11-05-19-B2_312.txt,0.044,,,,27.298660028,-81.36611608
319,,11.05,11:19am,72,B-2,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,set072-11-05-19-B2_319.txt,0.091,,Y,,27.298660028,-81.36611608
387,,11.05,10:40am,72,B-2,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,B,bursts,,set072-11-05-19-B2_387.txt,0.047,,Y,,28.812980,-81.877895
95,,11.05,9:25am,72,B-3,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set072-11-05-19-B3_95.txt,0.083,,Y,,25.491968,-80.48562
318,,11.05,1:51pm,72,B-3,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set072-11-05-19-B3_318.txt,0.038,,,,27.298660028,-81.36611608
349,,11.05,10:42am,72,B-3,M,Lake Placid,Barber shop,K. elegans,Y,,BC,bursts to continuous,,set072-11-05-19-B3_349.txt,0.038,,,1:40pm,27.298660028,-81.36611608
261,,11.05,11:22am,72,B-4,M,North Key Largo,DD,C. corindum,Y,,C,continuous,*definitely ran this one to exhaustion ,set072-11-05-19-B4_261.txt,0.038,,,4:25pm,25.28636983,-80.29077075
299,P,11.05,10:03am,72,B-4,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set072-11-05-19-B4_299.txt,0.04,,,,27.298660028,-81.36611608
308,,11.05,9:26am,72,B-4,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set072-11-05-19-B4_308.txt,0.041,,,,27.298660028,-81.36611608
416,,11.05,10:44am,72,B-4,F,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,BC,bursts to continuous,,set072-11-05-19-B4_416.txt,0.076,,Y,,29.661821,-82.347211
99,P,11.06,9:14am,73,A-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,BC,bursts to continuous,,set073-11-06-19-A1_99.txt,0.046,,,4:37pm,25.491968,-80.48562
125,,11.06,7:42am,73,A-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set073-11-06-19-A1_125.txt,0.055,,,9:04am,25.491968,-80.48562
91,P,11.06,8:27am,73,A-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set073-11-06-19-A2_91.txt,0.037,,,10:12am,25.491968,-80.48562
113,,11.06,11:10am,73,A-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set073-11-06-19-A2_113.txt,0.049,,,4:08pm,25.491968,-80.48562
183,P,11.06,10:30am,73,A-2,M,North Key Largo,N. Dagny,C. corindum,Y,,C,continuous,,set073-11-06-19-A2_183.txt,0.043,,,11:08am,25.18229498,-80.36369887
329,,11.06,7:42am,73,A-2,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set073-11-06-19-A2_329.txt,0.045,,,,27.298660028,-81.36611608
50,,11.06,10:31am,73,A-3,M,Key Largo,JP Grove,C. corindum,N,,,,,set073-11-06-19-A3_50.txt,0.05,,,,25.12846,-80.40809
89,P,11.06,11:11am,73,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set073-11-06-19-A3_89.txt,0.054,,,8:30pm,25.491968,-80.48562
109,,11.06,9:14am,73,A-3,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set073-11-06-19-A3_109.txt,0.093,,Y,,25.491968,-80.48562
257,P,11.06,8:27am,73,A-3,M,North Key Largo,DD,C. corindum,Y,,B,bursts,,set073-11-06-19-A3_257.txt,0.031,,,,25.28636983,-80.29077075
296,P,11.06,7:43am,73,A-3,F,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set073-11-06-19-A3_296.txt,0.064,,Y,,27.298660028,-81.36611608
336,,11.06,9:54am,73,A-3,F,Lake Placid,Barber shop,K. elegans,N,,,,,set073-11-06-19-A3_336.txt,0.054,,Y,,27.298660028,-81.36611608
68,P,11.06,9:15am,73,A-4,M,North Key Largo,Dagny Trellis,C. corindum,N,,,,,set073-11-06-19-A4_68.txt,0.08,,Y,,25.1755048,-80.36782055
84,,11.06,1:01pm,73,A-4,M,North Key Largo,Dagny 1/2 Loop,C. corindum,Y,,B,bursts,,set073-11-06-19-A4_84.txt,0.042,,,,25.173694,-80.371532
92,,11.06,12:25pm,73,A-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set073-11-06-19-A4_92.txt,0.04,,,,25.491968,-80.48562
111,,11.06,7:43am,73,A-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set073-11-06-19-A4_111.txt,0.04,,,,25.491968,-80.48562
116,,11.06,9:55am,73,A-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set073-11-06-19-A4_116.txt,0.039,,,,25.491968,-80.48562
123,,11:06,3:35pm,73,A-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set073-11-06-19-A4_123.txt,0.049,,,,25.491968,-80.48562
129,,11.06,2:23pm,73,A-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,*wrong pulled,set073-11-06-19-A4_129.txt,0.05,,,,25.491968,-80.48562
155,,11.06,10:32am,73,A-4,M,Lake Wales,Polk,K. elegans,N,,,,,set073-11-06-19-A4_155.txt,0.044,,,,27.903346,-81.589461
226,,11.06,8:28am,73,A-4,M,North Key Largo,Carysfort Cr,C. corindum,Y,,B,bursts,,set073-11-06-19-A4_226.txt,0.039,,,,25.25647566,-80.31068981
300,,11.06,11:47am,73,A-4,M,Lake Placid,Barber shop,K. elegans,N*,,,,paint fell off,set073-11-06-19-A4_300.txt,0.036,,,,27.298660028,-81.36611608
308,,11.06,1:46pm,73,A-4,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set073-11-06-19-A4_308.txt,0.037,,,,27.298660028,-81.36611608
328,,11.06,3:00pm,73,A-4,F,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set073-11-06-19-A4_328.txt,0.069,,Y,,27.298660028,-81.36611608
380,,11.06,11:12am,73,A-4,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set073-11-06-19-A4_380.txt,0.098,,Y,,28.812980,-81.877895
101,,11.06,8:30am,73,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set073-11-06-19-B1_101.txt,0.039,,,,25.491968,-80.48562
120,,11.06,10:34am,73,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set073-11-06-19-B1_120.txt,0.039,,,2:57pm,25.491968,-80.48562
126,,11.06,9:58am,73,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set073-11-06-19-B1_126.txt,0.054,,,,25.491968,-80.48562
276,,11.06,7:45am,73,B-1,M,North Key Largo,DD,C. corindum,Y,,B,bursts,,set073-11-06-19-B1_276.txt,0.054,,,,25.28636983,-80.29077075
311,,11.06,3:01pm,73,B-1,M,Lake Placid,Barber shop,K. elegans,N,,,,,set073-11-06-19-B1_311.txt,0.046,,,,27.298660028,-81.36611608
376,,11.06,9:16am,73,B-1,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,C,continuous,,set073-11-06-19-B1_376.txt,0.085,,Y,9:57am,28.812980,-81.877895
12,,11.06,11:49am,73,B-2,F,Plantation Key,Founder's #1,C. corindum,N,,,,,set073-11-06-19-B2_12.txt,0.09,,Y,,24.96448253,-80.56738908
90,P,11.06,11:13am,73,B-2,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set073-11-06-19-B2_90.txt,0.07,,,,25.491968,-80.48562
96,,11.06,1:10pm,73,B-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set073-11-06-19-B2_96.txt,0.05,,,,25.491968,-80.48562
103,,11.06,9:18am,73,B-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set073-11-06-19-B2_103.txt,0.052,,,,25.491968,-80.48562
124,,11.06,9:59am,73,B-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set073-11-06-19-B2_124.txt,0.052,,,,25.491968,-80.48562
129,,11.06,7:45am,73,B-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set073-11-06-19-B2_129.txt,0.052,,,,25.491968,-80.48562
